Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard,Format,Toss Winner,Toss Decision,Random Toss Decision
Australia,England,Australia,72 runs,Sydney,"Jan 29-Feb 3, 1892",Test # 36,Test ,Australia,Bat,Bat
Australia,England,Australia,54 runs,Melbourne,"Jan 1-6, 1892",Test # 35,Test ,Australia,Bat,Bat
England,Australia,England,2 wickets,The Oval,"Aug 11-12, 1890",Test # 34,Test ,England,Bat,Bat
England,Australia,England,7 wickets,Lord's,"Jul 21-23, 1890",Test # 33,Test ,England,Bat,Bowl
England,Australia,England,inns & 21 runs,Manchester,"Aug 30-31, 1888",Test # 30,Test ,England,Bat,Bowl
England,Australia,England,inns & 137 runs,The Oval,"Aug 13-14, 1888",Test # 29,Test ,England,Bat,Bowl
England,Australia,Australia,61 runs,Lord's,"Jul 16-17, 1888",Test # 28,Test ,England,Bat,Bowl
Australia,England,England,126 runs,Sydney,"Feb 10-15, 1888",Test # 27,Test ,Australia,Bat,Bat
Australia,England,England,71 runs,Sydney,"Feb 25-Mar 1, 1887",Test # 26,Test ,Australia,Bat,Bat
Australia,England,England,13 runs,Sydney,"Jan 28-31, 1887",Test # 25,Test ,Australia,Bat,Bat
England,Australia,England,inns & 217 runs,The Oval,"Aug 12-14, 1886",Test # 24,Test ,England,Bat,Bowl
England,Australia,England,inns & 106 runs,Lord's,"Jul 19-21, 1886",Test # 23,Test ,England,Bat,Bat
England,Australia,England,4 wickets,Manchester,"Jul 5-7, 1886",Test # 22,Test ,England,Bat,Bowl
Australia,England,England,inns & 98 runs,Melbourne,"Mar 21-25, 1885",Test # 21,Test ,Australia,Bat,Bowl
Australia,England,Australia,8 wickets,Sydney,"Mar 14-17, 1885",Test # 20,Test ,Australia,Bat,Bat
Australia,England,Australia,6 runs,Sydney,"Feb 20-24, 1885",Test # 19,Test ,Australia,Bat,Bat
Australia,England,England,10 wickets,Melbourne,"Jan 1-5, 1885",Test # 18,Test ,Australia,Bat,Bat
Australia,England,England,8 wickets,Adelaide,"Dec 12-16, 1884",Test # 17,Test ,Australia,Bat,Bowl
England,Australia,drawn,,The Oval,"Aug 11-13, 1884",Test # 16,Test ,England,Bat,Bowl
England,Australia,England,inns & 5 runs,Lord's,"Jul 21-23, 1884",Test # 15,Test ,England,Bat,Bat
England,Australia,drawn,,Manchester,"Jul 10-12, 1884",Test # 14,Test ,England,Bat,Bat
Australia,England,Australia,4 wickets,Sydney,"Feb 17-21, 1883",Test # 13,Test ,Australia,Bat,Bowl
Australia,England,England,69 runs,Sydney,"Jan 26-30, 1883",Test # 12,Test ,Australia,Bat,Bat
Australia,England,England,inns & 27 runs,Melbourne,"Jan 19-22, 1883",Test # 11,Test ,Australia,Bat,Bowl
Australia,England,Australia,9 wickets,Melbourne,"Dec 30, 1882 - Jan 2, 1883",Test # 10,Test ,Australia,Bat,Bowl
England,Australia,Australia,7 runs,The Oval,"Aug 28-29, 1882",Test # 9,Test ,England,Bat,Bat
Australia,England,drawn,,Melbourne,"Mar 10-14, 1882",Test # 8,Test ,Australia,Bat,Bat
Australia,England,Australia,6 wickets,Sydney,"Mar 3-7, 1882",Test # 7,Test ,Australia,Bat,Bat
Australia,England,Australia,5 wickets,Sydney,"Feb 17-21, 1882",Test # 6,Test ,Australia,Bat,Bat
Australia,England,drawn,,Melbourne,"Dec 31, 1881 - Jan 4, 1882",Test # 5,Test ,Australia,Bat,Bowl
England,Australia,England,5 wickets,The Oval,"Sep 6-8, 1880",Test # 4,Test ,England,Bat,Bowl
Australia,England,Australia,10 wickets,Melbourne,"Jan 2-4, 1879",Test # 3,Test ,Australia,Bat,Bowl
Australia,England,England,4 wickets,Melbourne,"Mar 31-Apr 4, 1877",Test # 2,Test ,Australia,Bat,Bat
Australia,England,Australia,45 runs,Melbourne,"Mar 15-19, 1877",Test # 1,Test ,Australia,Bat,Bowl
Australia,England,Australia,5 wickets,Lahore,22-Feb-25,ODI # 4846,ODI ,Australia,Bat,Bat
England,Australia,Australia,49 runs,Bristol,29-Sep-24,ODI # 4779,ODI ,England,Bat,Bat
England,Australia,England,186 runs,Lord's,27-Sep-24,ODI # 4778,ODI ,England,Bat,Bat
England,Australia,England,46 runs,Chester-le-Street,24-Sep-24,ODI # 4775,ODI ,England,Bat,Bat
England,Australia,Australia,68 runs,Leeds,21-Sep-24,ODI # 4770,ODI ,England,Bat,Bat
England,Australia,Australia,7 wickets,Nottingham,19-Sep-24,ODI # 4766,ODI ,England,Bat,Bat
Australia,England,Australia,33 runs,Ahmedabad,4-Nov-23,ODI # 4693,ODI ,Australia,Bat,Bowl
Australia,England,Australia,221 runs,Melbourne,22-Nov-22,ODI # 4480,ODI ,Australia,Bat,Bat
Australia,England,Australia,72 runs,Sydney,19-Nov-22,ODI # 4477,ODI ,Australia,Bat,Bowl
Australia,England,Australia,6 wickets,Adelaide,17-Nov-22,ODI # 4475,ODI ,Australia,Bat,Bowl
England,Australia,Australia,3 wickets,Manchester,16-Sep-20,ODI # 4261,ODI ,England,Bat,Bat
England,Australia,England,24 runs,Manchester,13-Sep-20,ODI # 4260,ODI ,England,Bat,Bat
England,Australia,Australia,19 runs,Manchester,11-Sep-20,ODI # 4259,ODI ,England,Bat,Bat
England,Australia,England,8 wickets,Birmingham,11-Jul-19,ODI # 4191,ODI ,England,Bat,Bowl
England,Australia,Australia,64 runs,Lord's,25-Jun-19,ODI # 4173,ODI ,England,Bat,Bat
England,Australia,England,1 wicket,Manchester,24-Jun-18,ODI # 4013,ODI ,England,Bat,Bowl
England,Australia,England,6 wickets,Chester-le-Street,21-Jun-18,ODI # 4012,ODI ,England,Bat,Bat
England,Australia,England,242 runs,Nottingham,19-Jun-18,ODI # 4011,ODI ,England,Bat,Bat
England,Australia,England,38 runs,Cardiff,16-Jun-18,ODI # 4010,ODI ,England,Bat,Bowl
England,Australia,England,3 wickets,The Oval,13-Jun-18,ODI # 4009,ODI ,England,Bat,Bowl
Australia,England,England,12 runs,Perth,28-Jan-18,ODI # 3968,ODI ,Australia,Bat,Bat
Australia,England,Australia,3 wickets,Adelaide,26-Jan-18,ODI # 3966,ODI ,Australia,Bat,Bowl
Australia,England,England,16 runs,Sydney,21-Jan-18,ODI # 3960,ODI ,Australia,Bat,Bowl
Australia,England,England,4 wickets,Brisbane,19-Jan-18,ODI # 3958,ODI ,Australia,Bat,Bowl
Australia,England,England,5 wickets,Melbourne,14-Jan-18,ODI # 3951,ODI ,Australia,Bat,Bowl
England,Australia,England,40 runs,Birmingham,10-Jun-17,ODI # 3885,ODI ,England,Bat,Bowl
England,Australia,Australia,8 wickets,Manchester,13-Sep-15,ODI # 3684,ODI ,England,Bat,Bat
England,Australia,England,3 wickets,Leeds,11-Sep-15,ODI # 3683,ODI ,England,Bat,Bat
England,Australia,England,93 runs,Manchester,8-Sep-15,ODI # 3682,ODI ,England,Bat,Bowl
England,Australia,Australia,64 runs,Lord's,5-Sep-15,ODI # 3681,ODI ,England,Bat,Bat
England,Australia,Australia,59 runs,Southampton,3-Sep-15,ODI # 3680,ODI ,England,Bat,Bat
Australia,England,Australia,111 runs,Melbourne,14-Feb-15,ODI # 3600,ODI ,Australia,Bat,Bowl
Australia,England,Australia,112 runs,W.A.C.A,1-Feb-15,ODI # 3597,ODI ,Australia,Bat,Bat
Australia,England,Australia,3 wickets,Hobart,23-Jan-15,ODI # 3589,ODI ,Australia,Bat,Bowl
Australia,England,Australia,3 wickets,Sydney,16-Jan-15,ODI # 3578,ODI ,Australia,Bat,Bowl
Australia,England,Australia,5 runs,Adelaide,26-Jan-14,ODI # 3463,ODI ,Australia,Bat,Bat
Australia,England,England,57 runs,W.A.C.A,24-Jan-14,ODI # 3461,ODI ,Australia,Bat,Bowl
Australia,England,Australia,7 wickets,Sydney,19-Jan-14,ODI # 3457,ODI ,Australia,Bat,Bowl
Australia,England,Australia,1 wicket,Brisbane,17-Jan-14,ODI # 3455,ODI ,Australia,Bat,Bowl
Australia,England,Australia,6 wickets,Melbourne,12-Jan-14,ODI # 3454,ODI ,Australia,Bat,Bowl
England,Australia,Australia,49 runs,Southampton,16-Sep-13,ODI # 3416,ODI ,England,Bat,Bowl
England,Australia,England,3 wickets,Cardiff,14-Sep-13,ODI # 3415,ODI ,England,Bat,Bat
England,Australia,no result,,Birmingham,11-Sep-13,ODI # 3414,ODI ,England,Bat,Bat
England,Australia,Australia,88 runs,Manchester,8-Sep-13,ODI # 3412,ODI ,England,Bat,Bowl
England,Australia,England,48 runs,Birmingham,8-Jun-13,ODI # 3365,ODI ,England,Bat,Bowl
England,Australia,England,7 wickets,Manchester,10-Jul-12,ODI # 3286,ODI ,England,Bat,Bat
England,Australia,England,8 wickets,Chester-le-Street,7-Jul-12,ODI # 3284,ODI ,England,Bat,Bowl
England,Australia,England,6 wickets,The Oval,1-Jul-12,ODI # 3281,ODI ,England,Bat,Bat
England,Australia,England,15 runs,Lord's,29-Jun-12,ODI # 3280,ODI ,England,Bat,Bowl
Australia,England,Australia,57 runs,W.A.C.A,6-Feb-11,ODI # 3098,ODI ,Australia,Bat,Bowl
Australia,England,Australia,2 wickets,Sydney,2-Feb-11,ODI # 3094,ODI ,Australia,Bat,Bowl
Australia,England,Australia,51 runs,Brisbane,30-Jan-11,ODI # 3091,ODI ,Australia,Bat,Bowl
Australia,England,England,21 runs,Adelaide,26-Jan-11,ODI # 3089,ODI ,Australia,Bat,Bowl
Australia,England,Australia,4 wickets,Sydney,23-Jan-11,ODI # 3086,ODI ,Australia,Bat,Bowl
Australia,England,Australia,46 runs,Hobart,21-Jan-11,ODI # 3083,ODI ,Australia,Bat,Bowl
Australia,England,Australia,6 wickets,Melbourne,16-Jan-11,ODI # 3081,ODI ,Australia,Bat,Bat
England,Australia,Australia,42 runs,Lord's,3-Jul-10,ODI # 3011,ODI ,England,Bat,Bat
England,Australia,Australia,78 runs,The Oval,30-Jun-10,ODI # 3004,ODI ,England,Bat,Bat
England,Australia,England,1 wicket,Manchester,27-Jun-10,ODI # 3003,ODI ,England,Bat,Bowl
England,Australia,England,4 wickets,Cardiff,24-Jun-10,ODI # 3002,ODI ,England,Bat,Bowl
England,Australia,England,4 wickets,Southampton,22-Jun-10,ODI # 3000,ODI ,England,Bat,Bowl
Australia,England,Australia,9 wickets,Centurion,2-Oct-09,ODI # 2905,ODI ,Australia,Bat,Bowl
England,Australia,England,4 wickets,Chester-le-Street,20-Sep-09,ODI # 2892,ODI ,England,Bat,Bowl
England,Australia,Australia,111 runs,Nottingham,17-Sep-09,ODI # 2891,ODI ,England,Bat,Bowl
England,Australia,Australia,4 wickets,Nottingham,15-Sep-09,ODI # 2890,ODI ,England,Bat,Bowl
England,Australia,Australia,7 wickets,Lord's,12-Sep-09,ODI # 2888,ODI ,England,Bat,Bat
England,Australia,Australia,6 wickets,Southampton,9-Sep-09,ODI # 2885,ODI ,England,Bat,Bowl
England,Australia,Australia,39 runs,Lord's,6-Sep-09,ODI # 2883,ODI ,England,Bat,Bat
England,Australia,Australia,4 runs,The Oval,4-Sep-09,ODI # 2882,ODI ,England,Bat,Bat
Australia,England,Australia,7 wickets,North Sound,8-Apr-07,ODI # 2565,ODI ,Australia,Bat,Bowl
Australia,England,England,34 runs,Sydney,11-Feb-07,ODI # 2519,ODI ,Australia,Bat,Bowl
Australia,England,England,4 wickets,Melbourne,9-Feb-07,ODI # 2515,ODI ,Australia,Bat,Bat
Australia,England,England,92 runs,Sydney,2-Feb-07,ODI # 2497,ODI ,Australia,Bat,Bat
Australia,England,Australia,9 wickets,Adelaide,26-Jan-07,ODI # 2486,ODI ,Australia,Bat,Bowl
Australia,England,Australia,4 wickets,Brisbane,19-Jan-07,ODI # 2478,ODI ,Australia,Bat,Bowl
Australia,England,Australia,8 wickets,Melbourne,12-Jan-07,ODI # 2473,ODI ,Australia,Bat,Bat
Australia,England,Australia,6 wickets,Jaipur,21-Oct-06,ODI # 2434,ODI ,Australia,Bat,Bowl
England,Australia,Australia,8 wickets,The Oval,12-Jul-05,ODI # 2261,ODI ,England,Bat,Bowl
England,Australia,Australia,7 wickets,Lord's,10-Jul-05,ODI # 2260,ODI ,England,Bat,Bowl
England,Australia,England,9 wickets,Leeds,7-Jul-05,ODI # 2259,ODI ,England,Bat,Bat
England,Australia,tied,,Lord's,2-Jul-05,ODI # 2258,ODI ,England,Bat,Bat
England,Australia,no result,,Birmingham,28-Jun-05,ODI # 2256,ODI ,England,Bat,Bat
England,Australia,Australia,57 runs,Chester-le-Street,23-Jun-05,ODI # 2253,ODI ,England,Bat,Bowl
England,Australia,England,3 wickets,Bristol,19-Jun-05,ODI # 2251,ODI ,England,Bat,Bowl
England,Australia,England,6 wickets,Birmingham,21-Sep-04,ODI # 2180,ODI ,England,Bat,Bat
Australia,England,Australia,2 wickets,Gqeberha,2-Mar-03,ODI # 1976,ODI ,Australia,Bat,Bat
Australia,England,Australia,5 runs,Melbourne,25-Jan-03,ODI # 1941,ODI ,Australia,Bat,Bat
Australia,England,Australia,10 wickets,Sydney,23-Jan-03,ODI # 1940,ODI ,Australia,Bat,Bowl
Australia,England,Australia,4 wickets,Adelaide,19-Jan-03,ODI # 1938,ODI ,Australia,Bat,Bat
Australia,England,Australia,7 runs,Hobart,11-Jan-03,ODI # 1932,ODI ,Australia,Bat,Bat
Australia,England,Australia,89 runs,Melbourne,15-Dec-02,ODI # 1919,ODI ,Australia,Bat,Bowl
Australia,England,Australia,7 wickets,Sydney,13-Dec-02,ODI # 1917,ODI ,Australia,Bat,Bowl
England,Australia,Australia,8 wickets,The Oval,21-Jun-01,ODI # 1726,ODI ,England,Bat,Bowl
England,Australia,Australia,125 runs,Manchester,14-Jun-01,ODI # 1723,ODI ,England,Bat,Bat
England,Australia,Australia,5 wickets,Bristol,10-Jun-01,ODI # 1721,ODI ,England,Bat,Bowl
Australia,England,Australia,162 runs,Melbourne,13-Feb-99,ODI # 1406,ODI ,Australia,Bat,Bowl
Australia,England,Australia,10 runs,Sydney,10-Feb-99,ODI # 1405,ODI ,Australia,Bat,Bat
Australia,England,Australia,4 wickets,Sydney,5-Feb-99,ODI # 1401,ODI ,Australia,Bat,Bowl
Australia,England,Australia,16 runs,Adelaide,26-Jan-99,ODI # 1394,ODI ,Australia,Bat,Bat
Australia,England,England,7 runs,Sydney,17-Jan-99,ODI # 1386,ODI ,Australia,Bat,Bat
Australia,England,Australia,9 wickets,Melbourne,15-Jan-99,ODI # 1384,ODI ,Australia,Bat,Bowl
Australia,England,England,7 runs,Brisbane,10-Jan-99,ODI # 1379,ODI ,Australia,Bat,Bowl
England,Australia,England,6 wickets,Lord's,25-May-97,ODI # 1213,ODI ,England,Bat,Bowl
England,Australia,England,6 wickets,The Oval,24-May-97,ODI # 1211,ODI ,England,Bat,Bowl
England,Australia,England,6 wickets,Leeds,22-May-97,ODI # 1210,ODI ,England,Bat,Bowl
Australia,England,England,37 runs,Melbourne,10-Jan-95,ODI # 969,ODI ,Australia,Bat,Bowl
Australia,England,Australia,28 runs,Sydney,6-Dec-94,ODI # 955,ODI ,Australia,Bat,Bat
England,Australia,Australia,19 runs,Lord's,23-May-93,ODI # 832,ODI ,England,Bat,Bat
England,Australia,Australia,6 wickets,Birmingham,21-May-93,ODI # 831,ODI ,England,Bat,Bowl
England,Australia,Australia,4 runs,Manchester,19-May-93,ODI # 830,ODI ,England,Bat,Bat
Australia,England,England,8 wickets,Sydney,5-Mar-92,ODI # 731,ODI ,Australia,Bat,Bowl
Australia,England,Australia,3 runs,Melbourne,10-Jan-91,ODI # 662,ODI ,Australia,Bat,Bat
Australia,England,Australia,68 runs,Sydney,1-Jan-91,ODI # 660,ODI ,Australia,Bat,Bat
Australia,England,Australia,37 runs,Brisbane,16-Dec-90,ODI # 653,ODI ,Australia,Bat,Bat
Australia,England,Australia,6 wickets,W.A.C.A,9-Dec-90,ODI # 649,ODI ,Australia,Bat,Bowl
Australia,England,England,7 wickets,Hyderabad (Deccan),19-Oct-89,ODI # 575,ODI ,Australia,Bat,Bat
England,Australia,Australia,6 wickets,Lord's,29-May-89,ODI # 568,ODI ,England,Bat,Bowl
England,Australia,tied,,Nottingham,27-May-89,ODI # 567,ODI ,England,Bat,Bat
England,Australia,England,95 runs,Manchester,25-May-89,ODI # 566,ODI ,England,Bat,Bat
Australia,England,Australia,22 runs,Melbourne,4-Feb-88,ODI # 503,ODI ,Australia,Bat,Bat
Australia,England,Australia,7 runs,Eden Gardens,8-Nov-87,ODI # 477,ODI ,Australia,Bat,Bat
Australia,England,England,11 runs,Sharjah,9-Apr-87,ODI # 446,ODI ,Australia,Bat,Bat
Australia,England,England,8 runs,Sydney,11-Feb-87,ODI # 433,ODI ,Australia,Bat,Bowl
Australia,England,England,6 wickets,Melbourne,8-Feb-87,ODI # 432,ODI ,Australia,Bat,Bowl
Australia,England,Australia,109 runs,Melbourne,1-Feb-87,ODI # 429,ODI ,Australia,Bat,Bat
Australia,England,Australia,33 runs,Adelaide,26-Jan-87,ODI # 425,ODI ,Australia,Bat,Bat
Australia,England,England,3 wickets,Sydney,22-Jan-87,ODI # 422,ODI ,Australia,Bat,Bat
Australia,England,Australia,11 runs,Brisbane,18-Jan-87,ODI # 420,ODI ,Australia,Bat,Bat
Australia,England,England,37 runs,W.A.C.A,1-Jan-87,ODI # 409,ODI ,Australia,Bat,Bowl
England,Australia,England,8 wickets,Lord's,3-Jun-85,ODI # 331,ODI ,England,Bat,Bat
England,Australia,Australia,4 wickets,Birmingham,1-Jun-85,ODI # 330,ODI ,England,Bat,Bowl
England,Australia,Australia,3 wickets,Manchester,30-May-85,ODI # 329,ODI ,England,Bat,Bat
Australia,England,Australia,2 wickets,Sharjah,24-Mar-85,ODI # 322,ODI ,Australia,Bat,Bowl
Australia,England,Australia,7 wickets,Melbourne,17-Feb-85,ODI # 307,ODI ,Australia,Bat,Bat
Australia,England,England,14 runs,Adelaide,30-Jan-83,ODI # 177,ODI ,Australia,Bat,Bat
Australia,England,England,98 runs,Sydney,26-Jan-83,ODI # 175,ODI ,Australia,Bat,Bowl
Australia,England,Australia,5 wickets,Melbourne,23-Jan-83,ODI # 174,ODI ,Australia,Bat,Bat
Australia,England,Australia,7 wickets,Brisbane,16-Jan-83,ODI # 169,ODI ,Australia,Bat,Bat
Australia,England,Australia,31 runs,Sydney,11-Jan-83,ODI # 166,ODI ,Australia,Bat,Bat
England,Australia,Australia,71 runs,Leeds,8-Jun-81,ODI # 121,ODI ,England,Bat,Bowl
England,Australia,Australia,2 runs,Birmingham,6-Jun-81,ODI # 120,ODI ,England,Bat,Bat
England,Australia,England,6 wickets,Lord's,4-Jun-81,ODI # 119,ODI ,England,Bat,Bat
England,Australia,England,47 runs,Birmingham,22-Aug-80,ODI # 92,ODI ,England,Bat,Bowl
England,Australia,England,23 runs,The Oval,20-Aug-80,ODI # 91,ODI ,England,Bat,Bowl
Australia,England,England,2 wickets,Sydney,14-Jan-80,ODI # 83,ODI ,Australia,Bat,Bowl
Australia,England,England,4 wickets,Sydney,26-Dec-79,ODI # 82,ODI ,Australia,Bat,Bat
Australia,England,England,72 runs,Sydney,11-Dec-79,ODI # 79,ODI ,Australia,Bat,Bat
Australia,England,England,3 wickets,Melbourne,8-Dec-79,ODI # 77,ODI ,Australia,Bat,Bat
England,Australia,England,6 wickets,Lord's,9-Jun-79,ODI # 63,ODI ,England,Bat,Bowl
Australia,England,Australia,6 wickets,Melbourne,7-Feb-79,ODI # 60,ODI ,Australia,Bat,Bat
Australia,England,Australia,4 wickets,Melbourne,4-Feb-79,ODI # 59,ODI ,Australia,Bat,Bat
Australia,England,England,7 wickets,Melbourne,24-Jan-79,ODI # 58,ODI ,Australia,Bat,Bowl
Australia,England,no result,,Sydney,13-Jan-79,ODI # 57,ODI ,Australia,Bat,Bowl
England,Australia,Australia,2 wickets,The Oval,6-Jun-77,ODI # 44,ODI ,England,Bat,Bowl
England,Australia,England,101 runs,Birmingham,4-Jun-77,ODI # 43,ODI ,England,Bat,Bowl
England,Australia,England,2 wickets,Manchester,2-Jun-77,ODI # 42,ODI ,England,Bat,Bowl
England,Australia,Australia,4 wickets,Leeds,18-Jun-75,ODI # 31,ODI ,England,Bat,Bat
Australia,England,England,3 wickets,Melbourne,1-Jan-75,ODI # 16,ODI ,Australia,Bat,Bowl
England,Australia,England,2 wickets,Birmingham,28-Aug-72,ODI # 4,ODI ,England,Bat,Bat
England,Australia,Australia,5 wickets,Lord's,26-Aug-72,ODI # 3,ODI ,England,Bat,Bat
England,Australia,England,6 wickets,Manchester,24-Aug-72,ODI # 2,ODI ,England,Bat,Bowl
Australia,England,Australia,5 wickets,Melbourne,5-Jan-71,ODI # 1,ODI ,Australia,Bat,Bowl
England,Australia,England,3 wickets,Cardiff,13-Sep-24,T20I # 2851,T20I ,England,Bat,Bowl
England,Australia,Australia,28 runs,Southampton,11-Sep-24,T20I # 2850,T20I ,England,Bat,Bat
Australia,England,Australia,36 runs,Bridgetown,8-Jun-24,T20I # 2650,T20I ,Australia,Bat,Bowl
Australia,England,no result,,Canberra,14-Oct-22,T20I # 1820,T20I ,Australia,Bat,Bowl
Australia,England,England,8 runs,Canberra,12-Oct-22,T20I # 1817,T20I ,Australia,Bat,Bowl
Australia,England,England,8 runs,Perth,9-Oct-22,T20I # 1812,T20I ,Australia,Bat,Bowl
Australia,England,England,8 wickets,Dubai (DICS),30-Oct-21,T20I # 1379,T20I ,Australia,Bat,Bowl
England,Australia,Australia,5 wickets,Southampton,8-Sep-20,T20I # 1097,T20I ,England,Bat,Bat
England,Australia,England,6 wickets,Southampton,6-Sep-20,T20I # 1096,T20I ,England,Bat,Bat
England,Australia,England,2 runs,Southampton,4-Sep-20,T20I # 1095,T20I ,England,Bat,Bat
England,Australia,England,28 runs,Birmingham,27-Jun-18,T20I # 679,T20I ,England,Bat,Bowl
Australia,England,Australia,7 wickets,Melbourne,10-Feb-18,T20I # 646,T20I ,Australia,Bat,Bowl
Australia,England,Australia,5 wickets,Hobart,7-Feb-18,T20I # 645,T20I ,Australia,Bat,Bowl
England,Australia,England,5 runs,Cardiff,31-Aug-15,T20I # 453,T20I ,England,Bat,Bat
Australia,England,Australia,84 runs,Sydney,2-Feb-14,T20I # 356,T20I ,Australia,Bat,Bowl
Australia,England,Australia,8 wickets,Melbourne,31-Jan-14,T20I # 355,T20I ,Australia,Bat,Bowl
Australia,England,Australia,13 runs,Hobart,29-Jan-14,T20I # 354,T20I ,Australia,Bat,Bowl
England,Australia,England,27 runs,Chester-le-Street,31-Aug-13,T20I # 329,T20I ,England,Bat,Bat
England,Australia,Australia,39 runs,Southampton,29-Aug-13,T20I # 328,T20I ,England,Bat,Bowl
Australia,England,Australia,4 runs,Melbourne,14-Jan-11,T20I # 198,T20I ,Australia,Bat,Bat
Australia,England,England,1 wicket,Adelaide,12-Jan-11,T20I # 197,T20I ,Australia,Bat,Bowl
Australia,England,England,7 wickets,Bridgetown,16-May-10,T20I # 177,T20I ,Australia,Bat,Bat
England,Australia,no result,,Manchester,30-Aug-09,T20I # 119,T20I ,England,Bat,Bat
Australia,England,Australia,8 wickets,Cape Town,14-Sep-07,T20I # 28,T20I ,Australia,Bat,Bat
Australia,England,Australia,77 runs,Sydney,9-Jan-07,T20I # 13,T20I ,Australia,Bat,Bowl
England,Australia,England,100 runs,Southampton,13-Jun-05,T20I # 2,T20I ,England,Bat,Bowl
Australia,Ireland,Australia,9 wickets,Benoni,27-Sep-16,ODI # 3782,ODI ,Australia,Bat,Bat
Ireland,Australia,Australia,23 runs,Belfast,27-Aug-15,ODI # 3679,ODI ,Ireland,Bat,Bat
Ireland,Australia,no result,,Belfast,23-Jun-12,ODI # 3279,ODI ,Ireland,Bat,Bowl
Ireland,Australia,Australia,39 runs,Dublin,17-Jun-10,ODI # 2994,ODI ,Ireland,Bat,Bowl
Australia,Ireland,Australia,9 wickets,Bridgetown,13-Apr-07,ODI # 2570,ODI ,Australia,Bat,Bat
Australia,Ireland,Australia,42 runs,Brisbane,31-Oct-22,T20I # 1855,T20I ,Australia,Bat,Bowl
Australia,Ireland,Australia,7 wickets,Colombo (RPS),19-Sep-12,T20I # 264,T20I ,Australia,Bat,Bowl
New Zealand,Australia,Australia,3 wickets,Christchurch,"Mar 8-11, 2024",Test # 2535,Test ,New Zealand,Bat,Bowl
New Zealand,Australia,Australia,172 runs,Wellington,"Feb 29-Mar 3, 2024",Test # 2533,Test ,New Zealand,Bat,Bowl
Australia,New Zealand,Australia,279 runs,Sydney,"Jan 3-6, 2020",Test # 2378,Test ,Australia,Bat,Bat
Australia,New Zealand,Australia,247 runs,Melbourne,"Dec 26-29, 2019",Test # 2376,Test ,Australia,Bat,Bowl
Australia,New Zealand,Australia,296 runs,Perth,"Dec 12-15, 2019",Test # 2374,Test ,Australia,Bat,Bowl
New Zealand,Australia,Australia,7 wickets,Christchurch,"Feb 20-24, 2016",Test # 2202,Test ,New Zealand,Bat,Bat
New Zealand,Australia,Australia,inns & 52 runs,Wellington,"Feb 12-15, 2016",Test # 2201,Test ,New Zealand,Bat,Bat
Australia,New Zealand,Australia,3 wickets,Adelaide,"Nov 27-29, 2015",Test # 2190,Test ,Australia,Bat,Bowl
Australia,New Zealand,drawn,,W.A.C.A,"Nov 13-17, 2015",Test # 2187,Test ,Australia,Bat,Bowl
Australia,New Zealand,Australia,208 runs,Brisbane,"Nov 5-9, 2015",Test # 2185,Test ,Australia,Bat,Bowl
Australia,New Zealand,New Zealand,7 runs,Hobart,"Dec 9-12, 2011",Test # 2021,Test ,Australia,Bat,Bowl
Australia,New Zealand,Australia,9 wickets,Brisbane,"Dec 1-4, 2011",Test # 2020,Test ,Australia,Bat,Bat
New Zealand,Australia,Australia,176 runs,Hamilton,"Mar 27-31, 2010",Test # 1957,Test ,New Zealand,Bat,Bat
New Zealand,Australia,Australia,10 wickets,Wellington,"Mar 19-23, 2010",Test # 1955,Test ,New Zealand,Bat,Bat
Australia,New Zealand,Australia,inns & 62 runs,Adelaide,"Nov 28-Dec 1, 2008",Test # 1896,Test ,Australia,Bat,Bowl
Australia,New Zealand,Australia,149 runs,Brisbane,"Nov 20-23, 2008",Test # 1894,Test ,Australia,Bat,Bowl
New Zealand,Australia,Australia,9 wickets,Auckland,"Mar 26-29, 2005",Test # 1744,Test ,New Zealand,Bat,Bowl
New Zealand,Australia,drawn,,Wellington,"Mar 18-22, 2005",Test # 1742,Test ,New Zealand,Bat,Bowl
New Zealand,Australia,Australia,9 wickets,Christchurch,"Mar 10-13, 2005",Test # 1739,Test ,New Zealand,Bat,Bat
Australia,New Zealand,Australia,213 runs,Adelaide,"Nov 26-30, 2004",Test # 1723,Test ,Australia,Bat,Bat
Australia,New Zealand,Australia,inns & 156 runs,Brisbane,"Nov 18-21, 2004",Test # 1721,Test ,Australia,Bat,Bowl
Australia,New Zealand,drawn,,W.A.C.A,"Nov 30-Dec 4, 2001",Test # 1573,Test ,Australia,Bat,Bat
Australia,New Zealand,drawn,,Hobart,"Nov 22-26, 2001",Test # 1571,Test ,Australia,Bat,Bowl
Australia,New Zealand,drawn,,Brisbane,"Nov 8-12, 2001",Test # 1565,Test ,Australia,Bat,Bowl
New Zealand,Australia,Australia,6 wickets,Hamilton,"Mar 31-Apr 3, 2000",Test # 1493,Test ,New Zealand,Bat,Bat
New Zealand,Australia,Australia,6 wickets,Wellington,"Mar 24-27, 2000",Test # 1491,Test ,New Zealand,Bat,Bowl
New Zealand,Australia,Australia,62 runs,Auckland,"Mar 11-15, 2000",Test # 1488,Test ,New Zealand,Bat,Bowl
Australia,New Zealand,drawn,,Hobart,"Nov 27-Dec 1, 1997",Test # 1388,Test ,Australia,Bat,Bat
